sort,Name,Sex,Color,Birth Year,Birth Month/Day,Birth Pack,Mother,Father,Birth Location,Current/Death Pack,Previous Packs,Death Year,Last seen,Death/Last Month/Day,Death Cause,Death/Last Location,Alt name,Translocated,on 2024 Wolf Chart?,Official Tree?,Book?,notes
0591,591,F,g,2006,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,2008,N/A,August 12,Wolf (Oxbow Creek or Mount Everts), Unknown,,,,Yes,Yes,
0592,592,F,g,2004,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",None,-,2008,N/A,April 14,Wolf, Unknown,,,,Yes,Yes,
0593,593,F,g,2006,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0594,594,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0595,595,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0596,596,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0597,597,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0598,598,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0599,599,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0600,600,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0601,601,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0602,602,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0603,603,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0604,604,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0605,605,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0606,606,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0607,607,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0608,608,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0609,609,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0610,610,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0611,611,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0612,612,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0613,613,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0614,614,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0615,615,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0616,616,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0617,617,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0618,618,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0619,619,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0620,620,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0621,621,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0622,622,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0623,623,M,g,2007,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,2008,N/A,November 14,Natural (Disease/ Malnutrition), Unknown,,,,Yes,Yes,
0624,624,F,b,2007,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0625,625,F,g,2006,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",None,-,2009,N/A,March 12,Legally Killed, Unknown,,,,Yes,Yes,
0626,626,F,g,2008,April,Oxbow Creek,536F,627M,"Geode Creek Area, Northern YNP",Oxbow Creek,-,2008,N/A,September 24,Unknown, Unknown,,,,Yes,Yes,
0627,627,M,g,2004?,?,?,?,?,Location Unknown,None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0628,628,M,g,2006,April,Oxbow Creek,536F,470M,"Geode Creek Area, Northern YNP",Oxbow Creek,-,2008,N/A,October 9,Natural (Disease), Unknown,,,,Yes,Yes,
0629,629,M,b,2006,April,Agate Creek,472F,113M,Location Unknown,None,Slough Creek,2007,N/A,July 28,Natural (Disease), Unknown,,,,Yes,Yes,
0630,630,F,g,2007,April,Slough Creek,380F,?,"Slough Creek Area, YNP",Slough Creek,-,2008,N/A,November 18,Wolf, Unknown,,,,Yes,Yes,
0631,631,F,b,2007,April,Slough Creek,380F,?,"Slough Creek Area, YNP",Slough Creek,-,2008,N/A,October 27,Wolf, Unknown,,,,Yes,Yes,
0632,632,F,g,2004,April,Cougar Creek,151F,257M,"Madison Valley Area, YNP",Grayling Creek,-,2009,N/A,November 5,Unknown, Unknown,Tripod,,,Yes,Yes,
0633,633,F,b,2007,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A, Unknown,,,,Yes,Yes,
0634,634,F,b,2006,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0635,635,F,g,2006,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0636,636,M,g,2007,April,Cougar Creek,151F,303M,"Madison Valley Area, YNP",Mary Mountain,-,2011,N/A,December 1,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0637,637,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0638,638,M,b,2007,April,Hayden Valley,Canyon Alpha Female,?,"Hayden Valley Area, YNP",None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0639,639,M,g,2006,April,Hayden Valley,540F,541M,"Hayden Valley Area, YNP",None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0640,640,F,g,2007,April,Mollie's,486F,193M,"Pelican Valley, YNP",Mollie's,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0641,641,M,g,2007,April,Mollie's,486F,193M,"Pelican Valley, YNP",Agate Creek,-,2011,N/A,December 17,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0642,642,F,b,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",None,Blacktail,2011,N/A,October 5,Legally Killed, Unknown,,,,Yes,Yes,
0643,643,F,g,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",Agate Creek,-,2008,N/A,August 4,Wolf (Druid Peak), Unknown,,,,Yes,Yes,
0644,644,F,g,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",Agate Creek,-,2008,N/A,October 26,Wolf (Druid Peak), Unknown,,,,Yes,Yes,
0645,645,F,g,2007,April,Druid Peak,569F,480M,"Cache Creek Area, Upper Lamar Valley YNP",None,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0646,646,F,g,2007,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,2011,N/A,April 26,Unknown, Unknown,,,,Yes,Yes,
0647,647,M,g,2007,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Grayling Creek,-,2011,N/A,March 14,Vehicle, Unknown,,,,Yes,Yes,
0648,648,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0649,649,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0650,650,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0651,651,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0652,652,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0653,653,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0654,654,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0655,655,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0656,656,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0657,657,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0658,658,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0659,659,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0660,660,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0661,661,M,b,2007?,?,South Forks,?,?,Location Unknown,Yellowstone Delta,-,N/A,2013,unknown,N/A, Unknown,,,,Yes,Yes,
0662,662,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0663,663,M,g,2006?,?,?,?,?,Location Unknown,None,-,N/A,2008,April16,N/A, Unknown,,,,Yes,Yes,
0664,664,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0665,665,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0666,666,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0667,667,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0668,668,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0669,669,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0670,670,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0671,671,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0672,672,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0673,673,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0674,674,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0675,675,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0676,676,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0677,677,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0678,678,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0679,679,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0680,680,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0681,681,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0682,682,M,b,2006?,?,?,?,?,Location Unknown,None,Hoodoo Creek,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0683,683,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0684,684,M,b,2008,April,Mount Everts,?,685M,"Mount Everts, YNP",None,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0685,685,M,g,2003,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,Mount Everts,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0686,686,F,g,2007,April,Mollie's,486F,193M,"Pelican Valley, YNP",None,-,2013,N/A,September 15,Wolf, Unknown,,,,Yes,Yes,
0687,687,M,b,2008,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Grayling Creek,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0688,688,M,g,2008,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0689,689,M,b,2006?,?,Gibbon Meadows,537F,?,Location Unknown,Cougar Creek,-,2014,N/A,November 5,Legally Killed, Unknown,,,,Yes,Yes,
0690,690,F,b,2008,April,Druid Peak,569F,480M,"Lamar Valley, YNP",Druid Peak,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0691,691,F,g,2006,April,Druid Peak,529F,480M,"Round Prairie Area, Northeast YNP",None,-,2010,N/A,January 23,Wolf (Silver),Lamar Buffalo Ranch,,,,Yes,Yes,
0692,692,F,b,2006,April,Agate Creek,472F,113M,"Antelope Creek Area, YNP",None,"Blacktail, Lava Creek",2011,N/A,November 5,Illegally Killed, Unknown,,,,Yes,Yes,
0693,693,F,g,2006,April,Agate Creek,472F,113M,"Antelope Creek Area, YNP",Blacktail,-,2013,N/A,October 31,Unknown, Unknown,,,,Yes,Yes,
0694,694,F,g,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",None,-,2009,N/A,April 14,Wolf (Cottonwood Creek),"Slough Creek, YNP",,,,Yes,Yes,
0695,695,M,b,2006?,?,?,?,?,Location Unknown,Quadrant Mountain,-,2011,N/A,November 27,Natural (Malnutrition), Unknown,,,,Yes,Yes,
0696,696,?,?,?,?,?,?,?,Location Unknown,?,-,?,?,?,?,?,,,,No,Yes,"numbered after death, death date unknown"
0697,697,M,b,2007?,?,?,?,?,Location Unknown,None,Hoodoo Creek,2009,N/A,December 29,Wolf (Mollie's),"Cache Creek Area, Upper Lamar YNP",,,,Yes,Yes,
0698,698,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0699,699,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0700,700,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0701,701,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0702,702,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0703,703,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0704,704,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0705,705,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0706,706,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0707,707,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0708,708,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0709,709,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0710,710,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0711,711,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0712,712,M,b,2006,April,Mollie's,486F,193M,"Pelican Valley, YNP",Canyon,-,N/A,2017,January ,N/A,"Mammoth Hot Springs, YNP",,,,Yes,Yes,
0713,713,F,b,2007,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0714,714,F,b,2007,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0715,715,F,g,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",Agate Creek,-,2011,N/A,November 25,Wolf, Unknown,,,,Yes,Yes,
0716,716,F,b,2005,April,Slough Creek,Black Female,490M,"Slough Creek Area, YNP",None,Cottonwood,2009,N/A,September 24,Legally Killed,Outside of YNP,,,,Yes,Yes,
0717,717,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0718,718,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0719,719,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0720,720,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0721,721,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0722,722,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0723,723,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0724,724,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0725,725,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0726,726,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0727,727,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0728,728,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0729,729,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0730,730,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0731,731,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0732,732,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0733,733,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0734,734,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0735,735,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0736,736,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0737,737,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0738,738,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0739,739,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0740,740,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0741,741,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0742,742,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0743,743,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0744,744,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0745,745,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0746,746,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0747,747,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0748,748,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0749,749,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0750,750,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0751,751,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0752,752,F,b,2009,April,Blacktail,693F,302M,"Blacktail Deer Plateau, YNP",None,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0753,753,F,g,2009,April,Silver,Silver Alpha Female,Silver Alpha Male,Location Unknown,Silver,-,2010,N/A,August 26,Natural (Bison), Unknown,,,,Yes,Yes,
0754,754,M,b,2008,?,?,485F,Black Male,Location Unknown,Lamar Canyon,-,2012,N/A,November 11,Legally Killed,"Crandall Creek Area, WY",,,,Yes,Yes,
0755,755,M,b,2008,?,?,485F,Black Male,Location Unknown,None,"Lamar Canyon, Wapiti Lake, Beartooth",N/A,2017,April ,N/A,"Last Seen Near East Entrance, YNP",,,,Yes,Yes,
0756,756,F,b,2007,April,Druid Peak,569F,480M,"Cache Creek Area, Upper Lamar Valley YNP",None,-,2010,N/A,February 12,Wolf, Unknown,,,,Yes,Yes,
0757,757,F,b,2009,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",None,-,N/A,2013,July ,N/A, Unknown,,,,Yes,Yes,
0758,758,M,b,2009,April,Mollie's,486F,495M,"Pelican Valley, YNP",None,Mary Mountain,2013,N/A,March 21,Wolf, Unknown,,,,Yes,Yes,
0759,759,F,g,2009,April,Mollie's,486F,495M,"Pelican Valley area, YNP",None,Junction Butte,2013,N/A,March 14,Wolf (Lamar Canyon), Unknown,,,,Yes,Yes,
0760,760,M,g,2007,April,South Forks,?,?,"South Fork Area, Wyoming",Yellowstone Delta,-,N/A,2015,unknown,N/A,"Yellowstone Delta, Thorofare Area",,,,Yes,Yes,
0761,761,F,b,2007,April,Druid Peak,569F,480M,"Cache Creek Area, Upper Lamar Valley YNP",None,-,2010,N/A,February 21,Unknown, Unknown,,,,Yes,Yes,
0762,762,M,b,2008?,?,?,?,?,Location Unknown,Madison,-,N/A,2012,unknown,N/A, Unknown,,,,Yes,Yes,
0763,763,F,g,2008,April,?,?,?,Location Unknown,Madison,-,N/A,2012,unknown,N/A, Unknown,,,,Yes,Yes,
0764,764,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0765,765,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0766,766,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0767,767,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0768,768,F,g,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0769,769,M,g,2008,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0770,770,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0771,771,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0772,772,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0773,773,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0774,774,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0775,775,M,g,2010,April,Agate Creek,472F,641M,"Antelope Creek Area, YNP",Agate Creek,-,2011,N/A,December 22,Wolf, Unknown,,,,Yes,Yes,
0776,776,F,g,2010,April,Lamar Canyon,832F,755M (754M?),"Slough Creek, YNP",Lamar Canyon,-,N/A,2013,unknown,N/A,Unknown,,,,Yes,Yes,
0777,777,M,g,2010,April,Blacktail,693F (642F? or 692F?),778M,"Blacktail Deer Plateau, YNP",Junction Butte,Agate Creek,2012,N/A,August 11,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0778,778,M,g,2007,April,Druid Peak,569F,480M (302M?),"Lamar Valley, YNP",Slip and Slide,Blacktail,2016,N/A,November ,Legally Killed,North of Yellowstone National Park,Big Brown,,,Yes,Yes,
0779,779,F,b,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,2018,N/A,April ,Unknown,"Lamar River, Lamar Valley, YNP",,,,Yes,Yes,
0780,780,M,g,2010,April,Yellowstone Delta,575F,760M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0781,781,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0782,782,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0783,783,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0784,784,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0785,785,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0786,786,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0787,787,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0788,788,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0789,789,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0790,790,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0791,791,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0792,792,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0793,793,M,?,2010?,?,?,?,?,Location Unknown,Snake River,-,2012,N/A,October,Legally Killed, Unknown,,,,No,Yes,
0794,794,F,b,2008,?,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Mary Mountain,-,2012,N/A,May 22,Unknown, Unknown,,,,Yes,Yes,
0795,795,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0796,796,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0797,797,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0798,798,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0799,799,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0800,800,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0801,801,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0802,802,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0803,803,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0804,804,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0805,805,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0806,806,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0807,807,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0808,808,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0809,809,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0810,810,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
0811,811,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,N/A,N/A,N/A,
